image_url,thumbnail_url,variation_value_to_product_id
https://place.dog/220/220,https://place.dog/220/220,1
https://place.dog/220/220,https://place.dog/220/220,1
https://place.dog/220/220,https://place.dog/220/220,2
https://place.dog/220/220,https://place.dog/220/220,2
https://place.dog/220/220,https://place.dog/220/220,2
https://place.dog/220/220,https://place.dog/220/220,2
https://place.dog/220/220,https://place.dog/220/220,2
https://picsum.photos/id/435/220/220,https://picsum.photos/id/435/220/220,3
https://picsum.photos/id/34/220/220,https://picsum.photos/id/34/220/220,4
https://picsum.photos/id/34/220/220,https://picsum.photos/id/34/220/220,4
https://picsum.photos/id/428/220/220,https://picsum.photos/id/428/220/220,5
https://picsum.photos/id/428/220/220,https://picsum.photos/id/428/220/220,5
https://picsum.photos/id/428/220/220,https://picsum.photos/id/428/220/220,5
https://picsum.photos/id/428/220/220,https://picsum.photos/id/428/220/220,5
https://picsum.photos/id/428/220/220,https://picsum.photos/id/428/220/220,5
https://picsum.photos/id/257/220/220,https://picsum.photos/id/257/220/220,6
https://picsum.photos/id/257/220/220,https://picsum.photos/id/257/220/220,6
https://picsum.photos/id/257/220/220,https://picsum.photos/id/257/220/220,6
https://picsum.photos/id/257/220/220,https://picsum.photos/id/257/220/220,6
https://picsum.photos/id/257/220/220,https://picsum.photos/id/257/220/220,6
https://picsum.photos/id/90/220/220,https://picsum.photos/id/90/220/220,7
https://picsum.photos/id/90/220/220,https://picsum.photos/id/90/220/220,7
https://picsum.photos/id/90/220/220,https://picsum.photos/id/90/220/220,7
https://picsum.photos/id/90/220/220,https://picsum.photos/id/90/220/220,7
https://picsum.photos/id/90/220/220,https://picsum.photos/id/90/220/220,7
https://picsum.photos/id/141/220/220,https://picsum.photos/id/141/220/220,8
https://picsum.photos/id/141/220/220,https://picsum.photos/id/141/220/220,8
https://picsum.photos/id/141/220/220,https://picsum.photos/id/141/220/220,8
https://picsum.photos/id/141/220/220,https://picsum.photos/id/141/220/220,8
https://picsum.photos/id/219/220/220,https://picsum.photos/id/219/220/220,9
https://picsum.photos/id/219/220/220,https://picsum.photos/id/219/220/220,9
https://picsum.photos/id/413/220/220,https://picsum.photos/id/413/220/220,10
https://picsum.photos/id/413/220/220,https://picsum.photos/id/413/220/220,10
https://picsum.photos/id/413/220/220,https://picsum.photos/id/413/220/220,10
https://picsum.photos/id/244/220/220,https://picsum.photos/id/244/220/220,11
https://picsum.photos/id/244/220/220,https://picsum.photos/id/244/220/220,11
https://picsum.photos/id/244/220/220,https://picsum.photos/id/244/220/220,11
https://picsum.photos/id/244/220/220,https://picsum.photos/id/244/220/220,11
https://picsum.photos/id/244/220/220,https://picsum.photos/id/244/220/220,11
https://picsum.photos/id/154/220/220,https://picsum.photos/id/154/220/220,12
https://picsum.photos/id/154/220/220,https://picsum.photos/id/154/220/220,12
https://picsum.photos/id/29/220/220,https://picsum.photos/id/29/220/220,13
https://picsum.photos/id/29/220/220,https://picsum.photos/id/29/220/220,13
https://place.dog/220/220,https://place.dog/220/220,14
https://picsum.photos/id/480/220/220,https://picsum.photos/id/480/220/220,15
https://picsum.photos/id/480/220/220,https://picsum.photos/id/480/220/220,15
https://place.dog/220/220,https://place.dog/220/220,16
https://place.dog/220/220,https://place.dog/220/220,16
https://place.dog/220/220,https://place.dog/220/220,17
https://place.dog/220/220,https://place.dog/220/220,17
https://place.dog/220/220,https://place.dog/220/220,17
https://place.dog/220/220,https://place.dog/220/220,17
https://picsum.photos/id/416/220/220,https://picsum.photos/id/416/220/220,18
https://picsum.photos/id/416/220/220,https://picsum.photos/id/416/220/220,18
https://picsum.photos/id/93/220/220,https://picsum.photos/id/93/220/220,19
https://place.dog/220/220,https://place.dog/220/220,20
https://picsum.photos/id/93/220/220,https://picsum.photos/id/93/220/220,21
https://picsum.photos/id/93/220/220,https://picsum.photos/id/93/220/220,21
https://picsum.photos/id/93/220/220,https://picsum.photos/id/93/220/220,21
https://picsum.photos/id/93/220/220,https://picsum.photos/id/93/220/220,21
https://picsum.photos/id/132/220/220,https://picsum.photos/id/132/220/220,22
https://picsum.photos/id/132/220/220,https://picsum.photos/id/132/220/220,22
https://picsum.photos/id/132/220/220,https://picsum.photos/id/132/220/220,22
https://picsum.photos/id/132/220/220,https://picsum.photos/id/132/220/220,22
https://picsum.photos/id/491/220/220,https://picsum.photos/id/491/220/220,23
https://picsum.photos/id/491/220/220,https://picsum.photos/id/491/220/220,23
https://place.dog/220/220,https://place.dog/220/220,24
https://place.dog/220/220,https://place.dog/220/220,24
https://place.dog/220/220,https://place.dog/220/220,24
https://place.dog/220/220,https://place.dog/220/220,24
https://place.dog/220/220,https://place.dog/220/220,24
https://picsum.photos/id/495/220/220,https://picsum.photos/id/495/220/220,25
https://picsum.photos/id/495/220/220,https://picsum.photos/id/495/220/220,25
https://picsum.photos/id/495/220/220,https://picsum.photos/id/495/220/220,25
https://picsum.photos/id/495/220/220,https://picsum.photos/id/495/220/220,25
https://place.dog/220/220,https://place.dog/220/220,26
https://place.dog/220/220,https://place.dog/220/220,26
https://place.dog/220/220,https://place.dog/220/220,26
https://place.dog/220/220,https://place.dog/220/220,26
https://place.dog/220/220,https://place.dog/220/220,27
https://place.dog/220/220,https://place.dog/220/220,27
https://place.dog/220/220,https://place.dog/220/220,27
https://place.dog/220/220,https://place.dog/220/220,27
https://place.dog/220/220,https://place.dog/220/220,27
https://place.dog/220/220,https://place.dog/220/220,28
https://picsum.photos/id/121/220/220,https://picsum.photos/id/121/220/220,29
https://picsum.photos/id/121/220/220,https://picsum.photos/id/121/220/220,29
https://picsum.photos/id/121/220/220,https://picsum.photos/id/121/220/220,29
https://picsum.photos/id/121/220/220,https://picsum.photos/id/121/220/220,29
https://picsum.photos/id/121/220/220,https://picsum.photos/id/121/220/220,29
https://picsum.photos/id/156/220/220,https://picsum.photos/id/156/220/220,30
https://picsum.photos/id/156/220/220,https://picsum.photos/id/156/220/220,30
https://picsum.photos/id/227/220/220,https://picsum.photos/id/227/220/220,31
https://picsum.photos/id/227/220/220,https://picsum.photos/id/227/220/220,31
https://picsum.photos/id/162/220/220,https://picsum.photos/id/162/220/220,32
https://picsum.photos/id/162/220/220,https://picsum.photos/id/162/220/220,32
https://picsum.photos/id/142/220/220,https://picsum.photos/id/142/220/220,33
https://picsum.photos/id/142/220/220,https://picsum.photos/id/142/220/220,33
https://picsum.photos/id/142/220/220,https://picsum.photos/id/142/220/220,33
https://place.dog/220/220,https://place.dog/220/220,34
https://place.dog/220/220,https://place.dog/220/220,34
https://picsum.photos/id/9/220/220,https://picsum.photos/id/9/220/220,35
https://picsum.photos/id/300/220/220,https://picsum.photos/id/300/220/220,36
https://picsum.photos/id/300/220/220,https://picsum.photos/id/300/220/220,36
https://picsum.photos/id/300/220/220,https://picsum.photos/id/300/220/220,36
https://picsum.photos/id/248/220/220,https://picsum.photos/id/248/220/220,37
https://place.dog/220/220,https://place.dog/220/220,38
https://place.dog/220/220,https://place.dog/220/220,38
https://place.dog/220/220,https://place.dog/220/220,38
https://place.dog/220/220,https://place.dog/220/220,38
https://place.dog/220/220,https://place.dog/220/220,38
https://place.dog/220/220,https://place.dog/220/220,39
https://picsum.photos/id/115/220/220,https://picsum.photos/id/115/220/220,40
https://picsum.photos/id/115/220/220,https://picsum.photos/id/115/220/220,40
https://picsum.photos/id/115/220/220,https://picsum.photos/id/115/220/220,40
https://place.dog/220/220,https://place.dog/220/220,41
https://place.dog/220/220,https://place.dog/220/220,42
https://place.dog/220/220,https://place.dog/220/220,42
https://place.dog/220/220,https://place.dog/220/220,42
https://place.dog/220/220,https://place.dog/220/220,42
https://place.dog/220/220,https://place.dog/220/220,42
https://place.dog/220/220,https://place.dog/220/220,43
https://place.dog/220/220,https://place.dog/220/220,43
https://place.dog/220/220,https://place.dog/220/220,43
https://place.dog/220/220,https://place.dog/220/220,43
https://place.dog/220/220,https://place.dog/220/220,43
https://place.dog/220/220,https://place.dog/220/220,44
https://picsum.photos/id/499/220/220,https://picsum.photos/id/499/220/220,45
https://picsum.photos/id/499/220/220,https://picsum.photos/id/499/220/220,45
https://picsum.photos/id/499/220/220,https://picsum.photos/id/499/220/220,45
https://picsum.photos/id/499/220/220,https://picsum.photos/id/499/220/220,45
https://picsum.photos/id/499/220/220,https://picsum.photos/id/499/220/220,45
https://picsum.photos/id/411/220/220,https://picsum.photos/id/411/220/220,46
https://picsum.photos/id/411/220/220,https://picsum.photos/id/411/220/220,46
https://picsum.photos/id/411/220/220,https://picsum.photos/id/411/220/220,46
https://picsum.photos/id/411/220/220,https://picsum.photos/id/411/220/220,46
https://place.dog/220/220,https://place.dog/220/220,47
https://place.dog/220/220,https://place.dog/220/220,47
https://place.dog/220/220,https://place.dog/220/220,48
https://place.dog/220/220,https://place.dog/220/220,48
https://picsum.photos/id/273/220/220,https://picsum.photos/id/273/220/220,49
https://place.dog/220/220,https://place.dog/220/220,50
https://place.dog/220/220,https://place.dog/220/220,50
https://picsum.photos/id/26/220/220,https://picsum.photos/id/26/220/220,51
https://picsum.photos/id/26/220/220,https://picsum.photos/id/26/220/220,51
https://picsum.photos/id/26/220/220,https://picsum.photos/id/26/220/220,51
https://picsum.photos/id/26/220/220,https://picsum.photos/id/26/220/220,51
https://picsum.photos/id/26/220/220,https://picsum.photos/id/26/220/220,51
https://picsum.photos/id/467/220/220,https://picsum.photos/id/467/220/220,52
https://picsum.photos/id/467/220/220,https://picsum.photos/id/467/220/220,52
https://picsum.photos/id/467/220/220,https://picsum.photos/id/467/220/220,52
https://place.dog/220/220,https://place.dog/220/220,53
https://picsum.photos/id/176/220/220,https://picsum.photos/id/176/220/220,54
https://picsum.photos/id/176/220/220,https://picsum.photos/id/176/220/220,54
https://picsum.photos/id/176/220/220,https://picsum.photos/id/176/220/220,54
https://picsum.photos/id/176/220/220,https://picsum.photos/id/176/220/220,54
https://picsum.photos/id/389/220/220,https://picsum.photos/id/389/220/220,55
https://picsum.photos/id/500/220/220,https://picsum.photos/id/500/220/220,56
https://picsum.photos/id/500/220/220,https://picsum.photos/id/500/220/220,56
https://picsum.photos/id/381/220/220,https://picsum.photos/id/381/220/220,57
https://picsum.photos/id/126/220/220,https://picsum.photos/id/126/220/220,58
https://picsum.photos/id/126/220/220,https://picsum.photos/id/126/220/220,58
https://picsum.photos/id/126/220/220,https://picsum.photos/id/126/220/220,58
https://picsum.photos/id/126/220/220,https://picsum.photos/id/126/220/220,58
https://picsum.photos/id/126/220/220,https://picsum.photos/id/126/220/220,58
https://picsum.photos/id/384/220/220,https://picsum.photos/id/384/220/220,59
https://picsum.photos/id/384/220/220,https://picsum.photos/id/384/220/220,59
